url,title,description,price,currency,rooms,bathrooms,postal_code,city,furnished
https://immovlan.be/en/detail/residence/for-sale/8432/leffinge/rbt03440,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1325/chaumont-gistoux/vbc44078,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbc44602,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/8660/de-panne/rbt41665,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbc56198,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt02313,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc55980,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/5650/walcourt/vbc45914,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc51183,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc82916,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc44601,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60777,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2530/boechout/rbt63373,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/1490/court-saint-etienne/vbc69029,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbc70285,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60776,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbj91719,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbc78966,Immovlan,"Discover all real estate for sale and for rent: houses, apartments, businesses, garages, offices, land for agriculture or development, student rooms, studios and many other properties.",,,,,,,
